,pdbid,binding_affinity
3677,4baq,9.01
3678,4jh0,9.03
3679,4xtw,9.03
3680,1ec3,9.04
3681,1g53,9.04
3682,1qkt,9.04
3683,3m37,9.04
3684,3vfb,9.04
3685,1ebw,9.05
3686,1ezq,9.05
3687,1kdk,9.05
3688,1s63,9.05
3689,3hb4,9.05
3690,3nu9,9.05
3691,4e4n,9.05
3692,4i72,9.05
3693,1nw4,9.07
3694,2qd8,9.07
3695,3gba,9.07
3696,4cmo,9.07
3697,1bnw,9.08
3698,2rkf,9.08
3699,3a2o,9.08
3700,3ffg,9.08
3701,3sue,9.08
3702,3x00,9.08
3703,1d3d,9.09
3704,1msn,9.09
3705,2v58,9.09
3706,2w8y,9.09
3707,4zls,9.09
3708,1h22,9.10
3709,2qd7,9.10
3710,3gnw,9.10
3711,3lea,9.10
3712,3lpk,9.10
3713,3mdz,9.10
3714,3o56,9.10
3715,3pwm,9.10
3716,3vf7,9.10
3717,4az6,9.10
3718,4hws,9.10
3719,1d9i,9.11
3720,4xu0,9.11
3721,3ttp,9.12
3722,1ta6,9.13
3723,2wb5,9.13
3724,3su3,9.13
3725,2qmg,9.15
3726,2xjx,9.15
3727,3d91,9.15
3728,3ibu,9.15
3729,4clj,9.15
3730,4p6w,9.15
3731,5aml,9.15
3732,8cpa,9.15
3733,1z71,9.18
3734,2fgu,9.18
3735,2xb7,9.19
3736,2xy9,9.19
3737,3ozg,9.19
3738,3vfa,9.19
3739,1mh5,9.21
3740,1sqa,9.21
3741,4xty,9.21
3742,1d4k,9.22
3743,1fcz,9.22
3744,1hpo,9.22
3745,1hps,9.22
3746,1hpv,9.22
3747,1uho,9.22
3748,1x39,9.22
3749,1zvx,9.22
3750,2cer,9.22
3751,2o4l,9.22
3752,3rwp,9.22
3753,4jia,9.22
3754,4s1g,9.22
3755,4xu2,9.23
3756,4dv8,9.24
3757,3zlr,9.26
3758,1sdt,9.27
3759,2xab,9.27
3760,3b65,9.27
3761,3nzk,9.27
3762,4xtv,9.27
3763,1xow,9.28
3764,3kdc,9.28
3765,3p8n,9.28
3766,3rux,9.28
3767,3vhd,9.28
3768,4asd,9.28
3769,4n6h,9.28
3770,2ayr,9.29
3771,2iw4,9.30
3772,2yxj,9.30
3773,3fv1,9.30
3774,3nu6,9.30
3775,4crf,9.30
3776,4er2,9.30
3777,4qge,9.30
3778,1bn4,9.31
3779,3rdq,9.31
3780,2aqu,9.32
3781,3wha,9.32
3782,1bn1,9.34
3783,3vf5,9.34
3784,2e27,9.35
3785,2p95,9.37
3786,3nuj,9.39
3787,4ca5,9.39
3788,1ebz,9.40
3789,1fkf,9.40
3790,1ksn,9.40
3791,1met,9.40
3792,1pme,9.40
3793,2o4r,9.40
3794,2w26,9.40
3795,4a4q,9.40
3796,4erf,9.40
3797,4qac,9.40
3798,3ekv,9.41
3799,3ekx,9.41
3800,1hsh,9.42
3801,3bgs,9.42
3802,3rbu,9.43
3803,1g1d,9.44
3804,4mc9,9.44
3805,2yki,9.46
3806,4b7p,9.46
3807,1qbs,9.47
3808,4wko,9.47
3809,1xjd,9.48
3810,1bnq,9.49
3811,4xu1,9.49
3812,4xu3,9.50
3813,1hvr,9.51
3814,1s19,9.51
3815,2p4s,9.51
3816,1m4h,9.52
3817,2ax9,9.52
3818,2bys,9.52
3819,2g94,9.52
3820,2gvj,9.52
3821,2hoc,9.52
3822,3fv3,9.52
3823,3g0w,9.52
3824,3g5k,9.52
3825,4ivd,9.52
3826,4ty7,9.52
3827,1g52,9.54
3828,2pog,9.54
3829,3ppm,9.54
3830,1dmp,9.55
3831,1ws1,9.55
3832,4gr0,9.55
3833,4wkp,9.55
3834,1i37,9.57
3835,1o86,9.57
3836,2z4o,9.57
3837,4ax9,9.57
3838,4gql,9.59
3839,4mc6,9.59
3840,5cjf,9.59
3841,4gqp,9.60
3842,3s56,9.62
3843,1if8,9.64
3844,2zx8,9.64
3845,3el1,9.64
3846,3s54,9.64
3847,4b7r,9.64
3848,3pe1,9.65
3849,3dp9,9.68
3850,4zip,9.68
3851,1bnu,9.70
3852,1df8,9.70
3853,1eby,9.70
3854,1fkb,9.70
3855,1mrw,9.70
3856,2vh6,9.70
3857,3sm2,9.70
3858,4cd0,9.70
3859,4fk6,9.70
3860,4crl,9.71
3861,1z6e,9.72
3862,3fuc,9.72
3863,4wkn,9.72
3864,1nh0,9.74
3865,3dk1,9.74
3866,3p3g,9.74
3867,3pe2,9.76
3868,3ggu,9.77
3869,456c,9.77
3870,4x24,9.78
3871,1bnt,9.80
3872,3lxk,9.80
3873,3nuo,9.80
3874,1pvn,9.82
3875,3m36,9.82
3876,3nu3,9.82
3877,4eb8,9.82
3878,4wup,9.82
3879,4xtz,9.82
3880,4zo5,9.82
3881,2xef,9.84
3882,2std,9.85
3883,3kdb,9.85
3884,3rdo,9.85
3885,1bn3,9.89
3886,1e66,9.89
3887,2drc,9.89
3888,1hxb,9.92
3889,1zsf,9.92
3890,2vnp,9.92
3891,3ies,9.92
3892,3rlb,9.92
3893,1hvl,9.95
3894,1bv9,9.96
3895,1fjs,9.96
3896,2xmy,9.96
3897,4m8y,9.96
3898,1bnn,10.00
3899,1bxo,10.00
3900,1d4h,10.00
3901,1ec2,10.00
3902,1flr,10.00
3903,1gar,10.00
3904,1igj,10.00
3905,1rjk,10.00
3906,3h5b,10.00
3907,4ivc,10.00
3908,4lhv,10.00
3909,4twp,10.00
3910,3mxe,10.01
3911,1n4k,10.05
3912,1nm6,10.05
3913,4rfm,10.05
3914,3lzu,10.06
3915,1sdu,10.07
3916,1sr7,10.10
3917,2o4j,10.10
3918,2p16,10.10
3919,1y6r,10.11
3920,4f3k,10.16
3921,3ps1,10.17
3922,3u8n,10.17
3923,4tmn,10.17
3924,4ww8,10.17
3925,4ggz,10.18
3926,1ie9,10.19
3927,2qi3,10.20
3928,4m8x,10.20
3929,2qi7,10.21
3930,4ww6,10.21
3931,3t3c,10.23
3932,1qbu,10.24
3933,1rr6,10.25
3934,1bv7,10.30
3935,1c70,10.30
3936,1hvs,10.30
3937,2p15,10.30
3938,4djq,10.32
3939,4std,10.33
3940,3i6o,10.35
3941,4ngm,10.35
3942,4q1y,10.35
3943,4lvt,10.36
3944,1c4u,10.37
3945,4ynb,10.37
3946,1kzk,10.39
3947,4wt2,10.42
3948,2qi4,10.44
3949,4ffs,10.44
3950,2o4k,10.46
3951,1msm,10.48
3952,2zx7,10.49
3953,5std,10.49
3954,2o4s,10.51
3955,1b8n,10.52
3956,1if7,10.52
3957,1n46,10.52
3958,2f81,10.52
3959,4yo8,10.52
3960,1g2o,10.55
3961,4djp,10.55
3962,1qbr,10.57
3963,2qi6,10.57
3964,4xtx,10.57
3965,3djk,10.59
3966,3ekt,10.59
3967,2zx6,10.60
3968,1qbt,10.62
3969,2xei,10.62
3970,4lch,10.62
3971,1b8o,10.64
3972,1dif,10.66
3973,3cs7,10.68
3974,2pk5,10.70
3975,2wva,10.70
3976,2xeg,10.70
3977,3myg,10.70
3978,3o9a,10.70
3979,4agc,10.70
3980,5alb,10.71
3981,2o4p,10.72
3982,3o9d,10.72
3983,7std,10.72
3984,4gid,10.77
3985,4omc,10.78
3986,3gi4,10.80
3987,4hla,10.80
3988,5c1m,10.80
3989,1hxw,10.82
3990,3o99,10.82
3991,2qi5,10.85
3992,3i7e,10.85
3993,2pk6,10.89
3994,4i8w,10.90
3995,1hvi,10.92
3996,3utu,10.92
3997,1hvk,10.96
3998,1m7y,10.96
3999,3lzs,10.96
4000,4ase,11.00
4001,4kb9,11.00
4002,5bs4,11.00
4003,1q84,11.05
4004,4i8z,11.05
4005,5dgw,11.05
4006,1x1z,11.06
4007,3k8o,11.07
4008,5c2h,11.09
4009,1d4y,11.10
4010,3std,11.11
4011,1mq6,11.15
4012,4q1x,11.15
4013,2i4v,11.20
4014,3gi5,11.22
4015,3gi6,11.22
4016,5dwr,11.22
4017,3ok9,11.23
4018,4u8w,11.24
4019,1hpx,11.26
4020,4ryd,11.26
4021,3k8q,11.28
4022,1pro,11.30
4023,2q5k,11.30
4024,2xpk,11.30
4025,3o9e,11.30
4026,3st5,11.30
4027,4f2w,11.30
4028,4gbd,11.32
4029,2x00,11.33
4030,2j62,11.34
4031,2hb3,11.35
4032,5dgu,11.35
4033,1hvj,11.40
4034,2i0a,11.40
4035,1lyb,11.42
4036,4djo,11.52
4037,4djr,11.52
4038,6cpa,11.52
4039,3qaa,11.54
4040,2i4u,11.57
4041,4ll3,11.57
4042,4wkb,11.57
4043,2i4w,11.59
4044,2i4d,11.68
4045,4jn2,11.68
4046,1y6q,11.70
4047,4q1w,11.70
4048,4wr7,11.70
4049,2i4x,11.72
4050,4dfg,11.74
4051,1duv,11.80
4052,3o9i,11.82
4053,4f3c,11.82
4054,5bry,11.82
4055,1sl3,11.85
4056,1ctu,11.92
